symbol,adx_len,atr_len,ema_len,rsi_len,dmi_len,st_atr_len,st_mult,adx_trend,adx_range,bbwpct_min,rsi_oversold,rsi_overbought,sma_trend_len,mr_trail_mult,risk_pct,trail_mult,max_bars_in_trade,dead_money_pct,n_windows,mean_oos_sharpe,mean_oos_total_return,mean_oos_max_dd_pct,sum_oos_n_trades,pct_oos_positive,robustness_score
AUDUSD_X_15m,10,14,50,3,10,10,4.0,20.0,20.0,0.05,15,90,100,2.0,2.0,2.0,10,0.25,8,-1.1449783093544057,-0.07327436490267103,-9.417967396731964,22,0.0,-0.0
AUDUSD_X_15m,10,14,50,3,10,10,4.0,20.0,20.0,0.05,15,90,100,2.0,2.0,2.0,30,0.25,8,-1.1183635401262906,-0.07068786332670875,-9.212123738271462,21,0.0,-0.0
AUDUSD_X_15m,10,14,50,3,10,10,4.0,20.0,20.0,0.05,15,90,100,2.0,2.0,2.0,20,0.5,8,-1.1208165071408176,-0.07052482584428767,-9.197326002872593,21,0.0,-0.0
AUDUSD_X_15m,20,20,200,3,14,10,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.5678190120829475,-0.01321538904512247,-2.068506550262012,6,0.125,-0.2007543369652492
AUDUSD_X_15m,14,20,200,3,14,10,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.5678190120829475,-0.01321538904512247,-2.068506550262012,6,0.125,-0.2007543369652492
AUDUSD_X_15m,20,14,200,3,14,10,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.5618542026408411,-0.012192419121666923,-1.9802123673104328,6,0.125,-0.1986454583627497
AUDUSD_X_15m,20,20,100,3,14,10,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.5678190120829475,-0.01321538904512247,-2.068506550262012,6,0.125,-0.2007543369652492
AUDUSD_X_15m,20,20,200,2,14,10,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.35520381041464644,-0.0027574661545611656,-2.0775766892606997,10,0.375,-0.37675053457124597
AUDUSD_X_15m,20,20,200,5,14,10,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.8459249680137946,-0.02380227580699861,-3.153777967550857,9,0.125,-0.2990796406287837
AUDUSD_X_15m,20,20,200,3,10,10,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.9100881289508529,-0.018625899983523778,-2.534647016964393,8,0.125,-0.3217647437292626
AUDUSD_X_15m,20,20,200,3,20,10,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.918154895344439,-0.020617954245059744,-2.0757841965869854,8,0.0,-0.0
AUDUSD_X_15m,20,20,200,3,14,14,3.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.5678190120829475,-0.01321538904512247,-2.068506550262012,6,0.125,-0.2007543369652492
AUDUSD_X_15m,20,20,200,3,14,10,2.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.5678190120829475,-0.01321538904512247,-2.068506550262012,6,0.125,-0.2007543369652492
AUDUSD_X_15m,20,20,200,3,14,10,4.0,25.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.5678190120829475,-0.01321538904512247,-2.068506550262012,6,0.125,-0.2007543369652492
AUDUSD_X_15m,20,20,200,3,14,10,3.0,20.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.8269954892936341,-0.020578051361917916,-2.6671855531253543,8,0.125,-0.29238705924510777
AUDUSD_X_15m,20,20,200,3,14,10,3.0,30.0,15.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.721315066420694,-0.017797207645856655,-2.480235172819184,8,0.125,-0.25502338741904884
AUDUSD_X_15m,20,20,200,3,14,10,3.0,25.0,18.0,0.2,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.763516597593352,-0.01880116071352729,-2.5391062738892227,8,0.125,-0.2699438818533698
AUDUSD_X_15m,20,20,200,3,14,10,3.0,25.0,15.0,0.1,10,85,200,1.5,1.0,2.0,30,1.0,8,-0.7852148352448378,-0.015926043333818758,-2.339571979131641,7,0.125,-0.2776153673449513
AUDUSD_X_15m,20,20,200,3,14,10,3.0,25.0,15.0,0.2,5,85,200,1.5,1.0,2.0,30,1.0,8,-0.5678190120829475,-0.01321538904512247,-2.068506550262012,6,0.125,-0.2007543369652492
