adx_len,atr_len,ema_len,rsi_len,dmi_len,st_atr_len,st_mult,adx_trend,adx_range,bbwpct_min,rsi_oversold,rsi_overbought,sma_trend_len,mr_trail_mult,risk_pct,trail_mult,max_bars_in_trade,dead_money_pct,n_symbols_evaluated,n_symbols_qualified,mean_oos_sharpe,median_oos_sharpe,mean_oos_total_return,mean_oos_max_dd_pct,pct_symbols_positive_oos,pct_symbols_positive_return,pct_symbols_low_dd,robustness_score
20,14,100,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,56,56,-0.09770514814392642,-0.15777290252243475,-0.0024073708788673576,-3.1639881297740993,0.375,0.5,1.0,-0.1481350961539741
10,20,50,3,14,20,4.0,20.0,15.0,0.2,10,90,200,1.5,0.5,2.0,20,1.0,54,54,-0.3194933434381227,-0.31873759908934907,-0.005077106978648872,-1.379336020697285,0.12962962962962962,0.2962962962962963,1.0,-0.16596692487672682
10,10,50,5,20,20,2.0,30.0,20.0,0.1,5,85,100,1.5,2.0,3.0,30,0.25,54,54,-0.16003393738326935,-0.22063266728639164,-0.004649778940724694,-3.1822118502692494,0.2777777777777778,0.3333333333333333,1.0,-0.17814147445538628
10,10,200,5,20,20,3.0,25.0,15.0,0.1,5,90,100,2.0,0.5,2.0,20,0.5,53,53,-0.30943526027332685,-0.32455650673118713,-0.003343367346068077,-0.9741813740801339,0.1509433962264151,0.32075471698113206,1.0,-0.1863143119509079
10,14,200,3,14,10,3.0,30.0,15.0,0.2,5,85,200,1.0,1.0,2.0,20,1.0,52,52,-0.2736703532416466,-0.29940861398585916,-0.005417340980911541,-2.1553453434795307,0.17307692307692307,0.34615384615384615,1.0,-0.18805693680939156
10,20,50,3,10,14,4.0,25.0,18.0,0.2,5,85,200,1.5,1.0,1.5,20,0.25,56,56,-0.23972594070962372,-0.253578185984076,-0.007516801845482343,-3.0768018392133567,0.19642857142857142,0.39285714285714285,1.0,-0.19038333845906463
20,10,200,2,14,14,3.0,20.0,15.0,0.2,15,95,100,2.0,2.0,2.0,10,1.0,55,55,-0.43795518813401235,-0.42122876093307465,-0.02501060675372289,-4.489427920794093,0.10909090909090909,0.14545454545454545,1.0,-0.19231894440234296
14,10,200,3,14,14,3.0,30.0,15.0,0.2,10,90,200,2.0,1.0,3.0,20,1.0,52,52,-0.2535126433381655,-0.2529467984520266,-0.004472176689442568,-1.6521191514722584,0.19230769230769232,0.28846153846153844,1.0,-0.19356138419783495
20,10,100,2,14,14,2.0,30.0,15.0,0.1,10,95,100,1.5,1.0,1.5,30,0.5,52,52,-0.3180943860560952,-0.33717173016533036,-0.01137883391077495,-2.8173029433591164,0.15384615384615385,0.21153846153846154,1.0,-0.19429654903151408
10,14,50,5,20,10,3.0,25.0,20.0,0.2,15,90,100,1.0,1.0,2.0,30,0.5,56,56,-0.269443938434975,-0.2933811796683331,-0.008571566816830514,-2.5542272203040235,0.17857142857142858,0.2857142857142857,1.0,-0.19453136730354645
