adx_len,atr_len,ema_len,rsi_len,dmi_len,st_atr_len,st_mult,adx_trend,adx_range,bbwpct_min,rsi_oversold,rsi_overbought,sma_trend_len,mr_trail_mult,risk_pct,trail_mult,max_bars_in_trade,dead_money_pct,n_symbols_evaluated,n_symbols_qualified,mean_oos_sharpe,median_oos_sharpe,mean_oos_total_return,mean_oos_max_dd_pct,pct_symbols_positive_oos,pct_symbols_positive_return,pct_symbols_low_dd,robustness_score
10,20,50,3,14,20,4.0,20.0,15.0,0.2,5,90,200,1.5,0.5,2.0,20,1.0,53,53,-0.3236379562131851,-0.3220967613784758,-0.004810826070076062,-1.309044921281018,0.07547169811320754,0.2641509433962264,1.0,-0.09743295427902358
10,20,50,3,14,20,4.0,20.0,15.0,0.2,10,90,200,1.0,0.5,2.0,20,1.0,54,54,-0.32076726592482363,-0.30576719122135504,-0.005321373326266117,-1.473964928941304,0.09259259259259259,0.3148148148148148,1.0,-0.11902049161822542
10,20,50,3,14,20,4.0,20.0,15.0,0.2,10,90,100,1.5,0.5,2.0,20,1.0,54,54,-0.3303657045565853,-0.36527318222422145,-0.005124196785537305,-1.2932182395399896,0.09259259259259259,0.24074074074074073,1.0,-0.12258198621595467
10,20,50,3,14,20,4.0,20.0,18.0,0.2,10,90,200,1.5,0.5,2.0,20,1.0,54,54,-0.34106899424581755,-0.362231124540459,-0.006425092310207025,-1.6108270896878991,0.09259259259259259,0.2037037037037037,1.0,-0.12655343510140066
14,10,200,3,14,14,3.0,30.0,18.0,0.2,10,90,200,2.0,1.0,3.0,20,1.0,53,53,-0.2957639357742526,-0.3019564851015963,-0.007116601905996968,-2.176851866965952,0.11320754716981132,0.18867924528301888,1.0,-0.13356199487010048
20,14,100,3,20,14,2.0,30.0,20.0,0.05,5,85,200,2.0,1.0,1.5,30,0.25,55,55,-0.08376431502466308,-0.11125838425086136,0.0005865193615256876,-2.5434464525090386,0.4,0.5818181818181818,1.0,-0.1348723308431197
10,20,50,3,14,20,4.0,20.0,15.0,0.2,10,90,200,2.0,0.5,2.0,20,1.0,54,54,-0.31057464180309796,-0.30552362932481003,-0.004834441866891033,-1.3277473146889045,0.1111111111111111,0.2777777777777778,1.0,-0.13828622984324915
10,20,100,3,14,20,4.0,20.0,15.0,0.2,10,90,200,1.5,0.5,2.0,20,1.0,54,54,-0.3161150194710873,-0.32764581014870114,-0.004773039375093387,-1.328817265570383,0.1111111111111111,0.2962962962962963,1.0,-0.1407531342085441
14,10,200,3,14,14,3.0,30.0,15.0,0.2,10,95,200,2.0,1.0,3.0,20,1.0,52,52,-0.2634832092076981,-0.24951258159994308,-0.004621339848553633,-1.555953926796546,0.1346153846153846,0.2692307692307692,1.0,-0.14082186123305
10,10,200,5,20,20,3.0,25.0,15.0,0.1,5,90,100,2.0,0.5,1.5,20,0.5,54,54,-0.31840737073825226,-0.3221583397785033,-0.0042823482205607095,-1.1567952062926068,0.1111111111111111,0.3148148148148148,1.0,-0.14177382479800185
10,20,50,3,14,20,4.0,20.0,15.0,0.2,10,90,200,1.5,0.5,2.0,10,1.0,54,54,-0.4814864393096149,-0.46150245008321733,-0.007079705228805918,-1.3163457991854726,0.07407407407407407,0.18518518518518517,1.0,-0.1429241915914696
10,10,200,5,20,20,3.0,25.0,15.0,0.05,5,90,100,2.0,0.5,2.0,20,0.5,53,53,-0.31935761472651736,-0.32455650673118713,-0.003501427648428684,-0.9896843535843699,0.11320754716981132,0.32075471698113206,1.0,-0.14421650154259222
20,14,100,3,20,20,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,56,56,-0.09554445495517282,-0.15777290252243475,-0.002310831865179805,-3.160072523440996,0.375,0.5,1.0,-0.14485917365290218
20,20,100,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,55,55,-0.09923662226860043,-0.22187789289101792,-0.002657819680937179,-3.1794370910709935,0.36363636363636365,0.4727272727272727,1.0,-0.14525902008427496
20,10,200,2,14,14,3.0,20.0,15.0,0.2,10,95,100,2.0,2.0,2.0,10,1.0,55,55,-0.40015548741183493,-0.38528025959272644,-0.02073324125550004,-3.959695427432247,0.09090909090909091,0.16363636363636364,1.0,-0.1464333243463798
10,10,200,5,20,20,3.0,25.0,15.0,0.1,5,90,100,2.0,0.5,2.0,30,0.5,53,53,-0.2788041759513787,-0.2816759350919129,-0.0030068231200793202,-0.9987392019830458,0.1320754716981132,0.32075471698113206,1.0,-0.14688712962073283
20,14,200,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,56,56,-0.09703864217978679,-0.14724460481749155,-0.0023212522174242737,-3.161753053787394,0.375,0.5,1.0,-0.14712457698522383
20,14,100,3,20,14,2.0,30.0,20.0,0.05,10,85,200,1.5,1.0,1.5,30,0.25,57,57,-0.08982209827958858,-0.18458443359170507,-0.0023838587769122567,-3.7689613844487346,0.40350877192982454,0.5087719298245614,1.0,-0.1471667150262331
20,14,100,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,56,56,-0.09770514814392642,-0.15777290252243475,-0.0024073708788673576,-3.1639881297740993,0.375,0.5,1.0,-0.1481350961539741
14,14,100,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,56,56,-0.09770514814392642,-0.15777290252243475,-0.0024073708788673576,-3.1639881297740993,0.375,0.5,1.0,-0.1481350961539741
10,20,50,3,14,20,4.0,20.0,15.0,0.1,10,90,200,1.5,0.5,2.0,20,1.0,54,54,-0.33630433102106316,-0.33123473116573243,-0.005609811863056276,-1.4866127058384284,0.1111111111111111,0.3333333333333333,1.0,-0.14974261178201248
20,14,100,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.5,56,56,-0.10461419535647698,-0.15777290252243475,-0.0027407901909467067,-3.148947110754203,0.35714285714285715,0.5,1.0,-0.1510573411319627
10,10,50,3,20,20,2.0,30.0,20.0,0.1,5,85,100,1.5,2.0,3.0,30,0.25,56,56,-0.10467358542258512,-0.09135479230368349,0.002895327109203559,-4.810455002059163,0.35714285714285715,0.48214285714285715,1.0,-0.1511430972327039
14,10,200,3,10,14,3.0,30.0,15.0,0.2,10,90,200,2.0,1.0,3.0,20,1.0,54,54,-0.2911443111346606,-0.2695307751855392,-0.005677747605897697,-1.5203791884911604,0.12962962962962962,0.24074074074074073,1.0,-0.15124047810946317
20,14,100,3,20,10,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,56,56,-0.10188671241664916,-0.13916761346103154,-0.0024922319770962946,-3.160586328081363,0.375,0.48214285714285715,1.0,-0.15447495067936037
10,10,100,5,20,20,2.0,30.0,20.0,0.1,5,85,100,1.5,2.0,3.0,30,0.25,54,54,-0.160523193791311,-0.19340046456419996,-0.00423201024414046,-3.0319422548632766,0.24074074074074073,0.35185185185185186,1.0,-0.15486127739319455
20,14,50,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,56,56,-0.10724864143964792,-0.13896781663364355,-0.002775440926799805,-3.1742725478862783,0.35714285714285715,0.48214285714285715,1.0,-0.15486134133789342
10,10,50,5,20,14,2.0,30.0,20.0,0.1,5,85,100,1.5,2.0,3.0,30,0.25,54,54,-0.1741638167276332,-0.22063266728639164,-0.005088695964974441,-3.188731999305765,0.2222222222222222,0.3148148148148148,1.0,-0.1550960983198646
14,10,200,3,14,14,3.0,30.0,15.0,0.2,10,90,100,2.0,1.0,3.0,20,1.0,52,52,-0.2546824211758687,-0.24117272714293592,-0.004169657586286511,-1.4402412854681745,0.15384615384615385,0.25,1.0,-0.15556362420283495
10,10,200,5,20,20,3.0,25.0,15.0,0.1,5,90,100,2.0,0.5,2.0,10,0.5,54,54,-0.4205798968081144,-0.4716313126633076,-0.004568357759448834,-0.9036129290471426,0.09259259259259259,0.24074074074074073,1.0,-0.15605590532600047
20,10,200,2,14,14,3.0,20.0,15.0,0.2,15,95,100,2.0,2.0,2.0,10,0.5,55,55,-0.4269382805504767,-0.49373329761745816,-0.0248710267894453,-4.578968638532382,0.09090909090909091,0.18181818181818182,1.0,-0.15623424813212902
20,14,100,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,0.5,1.5,30,0.25,54,54,-0.10064870033112944,-0.175953969047362,-0.0015322614684555183,-1.618206588858161,0.3888888888888889,0.46296296296296297,1.0,-0.15685167434512076
