symbol,adx_len,atr_len,ema_len,rsi_len,dmi_len,st_atr_len,st_mult,adx_trend,adx_range,bbwpct_min,rsi_oversold,rsi_overbought,sma_trend_len,mr_trail_mult,risk_pct,trail_mult,max_bars_in_trade,dead_money_pct,n_windows,mean_oos_sharpe,mean_oos_total_return,mean_oos_max_dd_pct,sum_oos_n_trades,pct_oos_positive,robustness_score
AUDUSD_X_1h,14,14,50,3,14,10,4.0,20.0,20.0,0.2,5,85,200,1.0,0.5,3.0,10,1.0,6,-0.30057622469730955,-0.006823444447878015,-3.169702909175484,58,0.3333333333333333,-0.24541945977351715
AUDUSD_X_1h,14,10,100,3,20,10,2.0,20.0,15.0,0.1,15,95,200,1.5,2.0,2.0,30,1.0,6,-0.24105116295683437,-0.04077864391890213,-10.221062565664043,39,0.3333333333333333,-0.19681745038290735
AUDUSD_X_1h,20,10,100,5,10,14,2.0,20.0,20.0,0.1,5,90,200,1.5,0.5,3.0,30,0.5,6,-0.44944528477815443,-0.011323559313804918,-2.0159687313108665,51,0.0,-0.0
AUDUSD_X_1h,10,10,200,5,20,20,3.0,25.0,15.0,0.1,5,90,100,2.0,0.5,2.0,20,0.5,6,-0.7122606961099782,-0.011056305965499877,-1.3947716475061203,15,0.16666666666666666,-0.2907792115514996
AUDUSD_X_1h,20,14,100,3,20,14,2.0,30.0,20.0,0.05,10,85,200,2.0,1.0,1.5,30,0.25,6,-0.09300559897943363,0.004805055055924609,-4.334248237226395,61,0.5,-0.11390813036076414
AUDUSD_X_1h,20,20,50,5,14,14,3.0,20.0,18.0,0.2,10,90,100,2.0,1.0,3.0,20,0.5,6,-0.6985182408557699,-0.02748585545993204,-3.560507203793307,37,0.0,-0.0
BZ_F_1h,20,10,200,2,14,14,3.0,20.0,15.0,0.2,15,95,100,2.0,2.0,2.0,10,1.0,6,-0.41648400539428315,-0.014038145359007497,-3.2523989355458878,22,0.16666666666666666,-0.17002888320775836
BZ_F_1h,14,14,100,2,20,20,4.0,20.0,20.0,0.05,10,90,100,1.0,2.0,1.5,30,1.0,6,-0.20424804924069498,-0.019237948202098898,-10.843246970258429,62,0.5,-0.25015175079927787
BZ_F_1h,20,20,50,3,20,20,3.0,25.0,18.0,0.1,5,95,200,1.5,2.0,3.0,10,0.5,6,0.019755611206293364,0.02084389141304949,-3.5516099878074,18,0.5,0.024195583506113998
BZ_F_1h,10,20,50,3,10,14,4.0,25.0,18.0,0.2,5,85,200,1.5,1.0,1.5,20,0.25,6,0.23925969125896293,0.018318049258864027,-2.809186910587982,34,0.6666666666666666,0.3907094397335331
