symbol,n_bars,n_trades,initial_capital,final_equity,total_return,cagr,sharpe,sortino,max_drawdown_pct,max_dd_duration_bars,win_rate,profit_factor,avg_trade,avg_win,avg_loss,best_trade,worst_trade,expectancy,avg_bars_in_trade,pct_time_in_market
RB_F,1006,15,10000.0,9526.586721135154,-0.047341327886484576,-0.012075256727444694,-0.5087982184658806,-0.673239692490613,-6.7258675635712635,844,0.13333333333333333,0.3225155000776572,-30.508271860237816,108.92563471899612,-51.95964210319688,158.88874068177319,-100.00736483594346,-30.508271860237812,10.933333333333334,0.16302186878727634
RTY_F,1006,14,10000.0,10057.984737239243,0.005798473723924326,0.0014493547427065767,0.08669094989497036,0.132982644137972,-4.808190343906234,975,0.35714285714285715,1.1355259741890327,5.2540946986416035,123.26235545030957,-60.30605016339616,196.2756183090509,-101.04649496937358,5.254094698641609,15.5,0.21570576540755468
SB_F,1005,15,10000.0,10840.586725729894,0.08405867257298942,0.020444421485483977,0.6713165274608627,1.1174344832682284,-2.972571502540696,485,0.6,3.7812122768715484,57.348484748215505,129.9474072231155,-51.54989896413449,388.5735802668107,-108.02596372836092,57.3484847482155,17.266666666666666,0.25771144278606967
SI_F,1005,15,10000.0,11977.896877139647,0.19778968771396466,0.046293760390268,0.9409165249857949,1.6392919832558752,-4.2772903817067895,261,0.4666666666666667,3.830938588397898,133.35483493473785,386.70227494360773,-88.32417507302331,1660.453996587859,-122.96706491698498,133.35483493473782,13.333333333333334,0.19900497512437812
USDCAD_X,1039,20,10000.0,8857.631944010363,-0.11423680559896365,-0.028992978430886218,-1.1347853225236944,-1.5328569868784188,-11.423680559896365,1029,0.2,0.19107142964143045,-52.02974119401048,61.44792876710077,-80.3991586842883,84.22114260531029,-106.68117390221082,-52.029741194010484,13.0,0.2502406159769009
USDCHF_X,1039,16,10000.0,10005.630408351139,0.0005630408351138612,0.0001365313229675369,0.019997852150226477,0.03180940219710649,-7.199294358333262,819,0.375,1.083892512596665,4.331871600838272,149.24758831983075,-82.61755843055722,360.9845286129898,-109.4910792470052,4.331871600838269,17.8125,0.2743022136669875
USDJPY_X,1039,15,10000.0,9644.974896668122,-0.03550251033318782,-0.008729059191171507,-0.39121950608561074,-0.5594892152080145,-5.499671438736857,1028,0.4666666666666667,0.46404930774847125,-20.846495540652313,38.67813893735125,-72.93055070890543,95.97732765335792,-102.3056108962663,-20.84649554065231,15.6,0.2252165543792108
YM_F,1006,0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZC_F,1004,15,10000.0,9989.073150475158,-0.00109268495248416,-0.000274371871792356,0.0010411289534609305,0.00143167501509726,-6.072448704389186,537,0.2,1.0169270217439352,0.8790154316766272,264.0436570958333,-64.91214498436254,505.94171976250004,-101.53935271301839,0.8790154316766277,14.066666666666666,0.2101593625498008
ZL_F,1004,16,10000.0,9548.060988111743,-0.04519390118882566,-0.011540701269504683,-0.4468296705877327,-0.6738204680936024,-6.969585331360946,935,0.25,0.39029559811155234,-26.95420626800415,69.0177602419056,-58.94486177130741,224.21520755092845,-99.52463870899362,-26.954206268004153,10.0,0.1593625498007968
ZM_F,1004,16,10000.0,10202.97902568316,0.020297902568316022,0.005056416831950905,0.2227937701231921,0.3228228160766779,-5.371872217472341,389,0.5,1.3682932795029432,14.056704598340243,104.44770786925736,-76.33429867257686,397.5472476051819,-107.38954336458868,14.056704598340247,13.4375,0.21414342629482072
ZS_F,1004,21,10000.0,10747.649846888386,0.07476498468883856,0.01826206827845911,0.6355796522986817,1.099993852483193,-3.2972739531887694,373,0.42857142857142855,2.3051264032016148,37.155137853018246,153.12208418699342,-49.820071897463144,627.3543878249999,-106.0983233693403,37.15513785301824,13.476190476190476,0.2818725099601594
ZW_F,1004,19,10000.0,10023.513138680388,0.0023513138680387783,0.0005896514369614358,0.03509203229365229,0.0532653036549494,-3.923788519955864,576,0.47368421052631576,1.0687132272043356,2.361267600941567,77.53131285969975,-65.2917731319408,287.54107660000005,-95.51387302861838,2.3612676009415665,13.105263157894736,0.24800796812749004
_DJI,1002,0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_GSPC,1002,6,10000.0,9888.441574589378,-0.011155842541062156,-0.0028174516402527106,-0.2319276960903423,-0.3104838476601973,-3.6853054895608963,761,0.16666666666666666,0.6447901006902995,-16.06889391321573,175.01309075708784,-54.28529084727644,175.01309075708784,-101.17699870953508,-16.068893913215735,8.666666666666666,0.05189620758483034
_IXIC,1002,0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_RUT,1002,16,10000.0,10696.632579483403,0.06966325794834029,0.017081026418778178,0.6433346169321055,1.1126686785444886,-3.8293784488745484,407,0.4375,2.8124323664776067,44.836200791250896,159.02705857293682,-43.97891081672706,282.55515306398974,-69.94067353958006,44.83620079125089,17.8125,0.2844311377245509
_XAU,1002,14,10000.0,10147.66013162862,0.014766013162861963,0.0036932607944797358,0.15387794752678632,0.22348206638882678,-3.7585147922294846,439,0.5,1.332025391683836,11.522435508202802,92.45182480248708,-69.40695378608147,215.7471172621636,-101.94159457269635,11.522435508202804,13.571428571428571,0.18962075848303392
