symbol,adx_len,atr_len,ema_len,rsi_len,dmi_len,st_atr_len,st_mult,adx_trend,adx_range,bbwpct_min,rsi_oversold,rsi_overbought,sma_trend_len,mr_trail_mult,risk_pct,trail_mult,max_bars_in_trade,dead_money_pct,n_windows,mean_oos_sharpe,mean_oos_total_return,mean_oos_max_dd_pct,sum_oos_n_trades,pct_oos_positive,robustness_score
CADJPY_X,14,20,100,3,20,10,4.0,20.0,15.0,0.1,5,85,200,1.5,1.0,1.5,30,1.0,4,1.3926538814131786,0.02020128345297353,-1.0165485661854943,5,0.5,1.3926538814131786
CADJPY_X,10,20,50,5,10,20,4.0,25.0,15.0,0.1,15,90,100,1.5,2.0,2.0,20,1.0,4,-0.0033970161165479684,0.017020241771751536,-2.141687320705806,5,0.5,-0.0033970161165479684
CADJPY_X,10,14,100,5,20,14,4.0,20.0,20.0,0.05,15,85,100,1.0,0.5,2.0,10,0.25,4,0.5343725029722803,0.00484060110046862,-0.6651474229622888,8,0.5,0.5343725029722803
CADJPY_X,10,10,50,5,20,10,2.0,25.0,15.0,0.1,10,95,100,1.5,1.0,2.0,10,1.0,4,-0.5017496754553062,-0.0032042100962713905,-1.4793965976715184,7,0.0,-0.0
CADJPY_X,10,10,100,2,20,14,2.0,30.0,20.0,0.1,15,95,200,1.5,2.0,2.0,10,0.5,4,0.2548689384053275,0.014572232193358467,-2.0340957321961963,5,0.5,0.2548689384053275
CADJPY_X,10,14,100,5,10,10,3.0,25.0,20.0,0.2,15,90,100,1.0,1.0,2.0,10,0.5,4,-0.29448183775634695,0.005429062023076585,-1.2464380096125274,7,0.5,-0.29448183775634695
CADJPY_X,14,10,100,5,20,10,3.0,25.0,18.0,0.1,15,85,100,1.0,2.0,1.5,30,0.25,4,0.8128660294755976,0.022873796158020605,-2.665792187012603,5,0.5,0.8128660294755976
CADJPY_X,10,20,50,5,10,20,3.0,30.0,15.0,0.1,15,95,200,1.0,0.5,2.0,30,1.0,4,1.0521439986105485,0.00418442293660687,-0.6018578901633282,5,0.75,1.5782159979158228
CADJPY_X,14,10,200,3,20,20,2.0,20.0,15.0,0.1,5,85,100,1.0,2.0,2.0,30,1.0,4,0.7437355270112157,0.016506659583468173,-1.9911626092776251,5,0.5,0.7437355270112157
CADJPY_X,14,20,200,5,20,14,2.0,25.0,18.0,0.1,15,90,100,2.0,2.0,2.0,10,0.25,4,0.33970926301185816,0.010592497323108137,-2.335708008600846,6,0.5,0.33970926301185816
CADJPY_X,14,10,100,5,10,14,4.0,20.0,20.0,0.05,5,90,100,1.0,0.5,3.0,10,0.25,4,0.6051043900766603,0.0041028091263276105,-0.44649646258494535,7,0.5,0.6051043900766603
CADJPY_X,14,14,200,5,14,10,4.0,25.0,18.0,0.05,10,90,200,1.0,1.0,1.5,10,1.0,4,0.26904400385321375,0.003943967407321497,-1.0201299792198502,5,0.25,0.13452200192660688
CADJPY_X,14,14,200,5,14,10,4.0,30.0,20.0,0.2,5,85,100,1.0,1.0,3.0,10,0.5,4,0.5792515317107205,0.0043850720792712305,-0.7007907079656547,5,0.5,0.5792515317107205
CADJPY_X,10,10,100,2,14,10,3.0,20.0,18.0,0.2,15,90,100,2.0,2.0,2.0,20,0.5,4,0.17292976497525742,0.013473376139144877,-2.177764242609357,5,0.5,0.17292976497525742
CADJPY_X,14,20,200,5,10,14,4.0,25.0,20.0,0.05,15,90,100,1.5,0.5,1.5,10,0.25,4,0.321643959779807,0.006761360281459065,-0.649249851237346,7,0.5,0.321643959779807
CADJPY_X,10,14,50,3,10,20,2.0,25.0,18.0,0.05,5,85,100,1.5,0.5,1.5,20,1.0,4,0.3653428594699095,0.006511071462443259,-0.5837839537965388,5,0.5,0.3653428594699095
CADJPY_X,20,20,100,2,10,14,4.0,20.0,20.0,0.05,5,95,200,2.0,2.0,1.5,20,0.5,4,1.2462542601029303,0.03685956532319656,-2.062661809656981,5,0.5,1.2462542601029303
CADJPY_X,14,14,200,5,20,20,2.0,20.0,15.0,0.1,15,85,100,1.5,1.0,1.5,30,0.5,4,0.9429428213467126,0.014657014613424234,-1.2858929440558327,6,0.5,0.9429428213467126
CADJPY_X,10,10,50,5,20,20,3.0,30.0,15.0,0.05,15,90,200,1.0,2.0,2.0,20,1.0,4,0.5147230578395754,0.013622973573129594,-2.494721806372342,5,0.75,0.7720845867593631
CADJPY_X,10,14,200,3,10,20,3.0,25.0,15.0,0.2,5,90,100,1.0,2.0,2.0,30,0.25,4,-0.25045365930911756,0.01248781479116592,-2.576248920698938,6,0.5,-0.25045365930911756
CADJPY_X,10,14,50,5,20,10,2.0,30.0,15.0,0.1,15,85,100,2.0,0.5,2.0,10,0.5,4,0.6382211491051718,0.0031375649678461286,-0.5174966083852416,5,0.5,0.6382211491051718
CADJPY_X,14,20,100,2,10,20,4.0,25.0,20.0,0.05,5,85,100,1.0,1.0,3.0,30,0.5,4,1.2013991722081774,0.011133794822482833,-1.014933942042277,5,0.75,1.802098758312266
CADJPY_X,20,14,200,5,20,10,4.0,25.0,15.0,0.05,10,90,200,2.0,0.5,1.5,30,0.5,4,0.8899410462497742,0.006627229047191031,-0.6556267142448082,5,0.5,0.8899410462497742
CADJPY_X,20,14,50,2,10,14,3.0,20.0,20.0,0.1,15,85,100,1.5,1.0,1.5,10,0.5,4,1.4117925837776755,0.0207699624065267,-1.1167892572590497,7,0.5,1.4117925837776755
CADJPY_X,14,10,200,2,10,20,2.0,20.0,18.0,0.2,15,85,100,1.0,1.0,2.0,20,0.25,4,0.6916784155401206,0.007563752756626582,-1.1195546863104844,5,0.5,0.6916784155401206
CADJPY_X,20,20,50,2,10,14,3.0,25.0,18.0,0.05,5,85,200,1.0,0.5,1.5,10,0.25,4,0.47522935190483995,0.007637033520792966,-0.5816297933394697,5,0.5,0.47522935190483995
CADJPY_X,14,10,200,3,10,14,2.0,30.0,20.0,0.05,5,85,200,1.5,2.0,1.5,30,0.5,4,0.8372787508224271,0.02251408878297125,-2.0939922901738703,5,0.5,0.8372787508224271
CADJPY_X,14,10,100,5,10,10,3.0,25.0,20.0,0.1,15,95,200,2.0,2.0,2.0,20,0.5,4,-0.36766906209199934,0.009267207787587401,-2.665972307434655,6,0.5,-0.36766906209199934
CADJPY_X,14,14,100,3,20,14,2.0,30.0,15.0,0.2,15,90,100,2.0,2.0,1.5,10,1.0,4,0.28211809554293243,0.007834549720788026,-2.0028621019753445,5,0.25,0.14105904777146622
CADJPY_X,20,14,100,5,20,14,3.0,25.0,15.0,0.2,10,90,100,1.5,2.0,2.0,10,0.5,4,0.6155188468877871,0.013557838784484104,-2.405746855814015,6,0.5,0.6155188468877871
CADJPY_X,20,10,100,3,10,10,2.0,25.0,18.0,0.1,5,85,100,1.0,2.0,2.0,10,1.0,4,-1.0437921225936113,-0.0033919360883755876,-2.5275936103088177,7,0.25,-0.5218960612968057
CADJPY_X,20,10,100,5,14,20,4.0,20.0,15.0,0.2,5,85,200,2.0,2.0,2.0,10,0.25,4,0.1942001626524476,0.010885208254833878,-2.1534577214415953,6,0.5,0.1942001626524476
CADJPY_X,14,14,100,5,20,14,4.0,20.0,18.0,0.1,10,85,100,2.0,2.0,2.0,30,0.5,4,1.2799988959983022,0.025295503700416066,-2.7571311921862627,7,1.0,2.5599977919966044
CADJPY_X,10,20,100,3,20,14,3.0,25.0,15.0,0.05,10,90,100,1.0,2.0,2.0,10,0.5,4,0.8340625858470296,0.017550062917404602,-1.8576583945255913,5,0.5,0.8340625858470296
CADJPY_X,14,14,200,2,10,14,3.0,20.0,18.0,0.2,10,90,100,1.5,2.0,1.5,20,0.25,4,1.1449606738823876,0.032469471855619214,-2.135520469736448,5,0.5,1.1449606738823876
CADJPY_X,10,20,100,5,10,20,4.0,25.0,20.0,0.05,15,90,200,2.0,2.0,3.0,10,0.5,4,-0.1673257490169882,0.005279319397144627,-1.918995908646195,7,0.25,-0.0836628745084941
CADJPY_X,14,10,50,5,10,10,3.0,25.0,15.0,0.05,15,95,100,1.0,0.5,3.0,10,1.0,4,-1.7393234576794012,-0.0023783972805074423,-0.5515095954498113,6,0.0,-0.0
CADJPY_X,10,14,200,3,20,10,3.0,20.0,20.0,0.05,10,90,100,1.0,0.5,3.0,10,0.25,4,1.0739909145249174,0.004410964041932811,-0.3509498135699971,5,0.5,1.0739909145249174
CADJPY_X,14,20,200,5,10,14,3.0,25.0,15.0,0.1,15,90,200,1.5,2.0,3.0,20,0.5,4,1.0616036658092087,0.021063229523736706,-1.9830218012062868,5,0.5,1.0616036658092087
CADJPY_X,10,10,100,2,10,10,2.0,20.0,15.0,0.2,15,85,100,2.0,1.0,1.5,10,0.5,4,1.038063217802863,0.014249415373961027,-1.1429931986046293,5,0.5,1.038063217802863
CADJPY_X,10,10,100,2,10,20,3.0,20.0,15.0,0.2,10,95,100,1.5,0.5,1.5,30,1.0,4,1.0403885664165604,0.007209310428663639,-0.580523410494813,5,0.5,1.0403885664165604
CADJPY_X,20,14,100,5,20,10,2.0,30.0,18.0,0.1,10,90,100,2.0,2.0,2.0,20,0.25,4,0.915179452054971,0.01810833512589502,-2.509021346316833,5,0.75,1.3727691780824565
CADJPY_X,10,10,200,3,10,20,2.0,30.0,18.0,0.2,15,95,200,1.5,0.5,1.5,30,1.0,4,0.8114684666609335,0.005548715213841751,-0.5365193472315293,5,0.5,0.8114684666609335
CADJPY_X,10,10,50,5,20,20,3.0,20.0,15.0,0.2,15,95,100,2.0,0.5,1.5,20,0.5,4,0.9216258198473168,0.007580727061580591,-0.7984629239540655,7,0.5,0.9216258198473168
CADJPY_X,20,14,100,2,10,14,2.0,30.0,18.0,0.05,5,85,100,1.5,1.0,1.5,30,1.0,4,1.1300258982668687,0.016080098404853332,-1.0882952372698063,5,0.5,1.1300258982668687
CADJPY_X,10,14,50,5,20,10,2.0,25.0,20.0,0.2,5,95,200,1.5,1.0,2.0,30,0.5,4,0.7397044268255003,0.006162819429646106,-1.3212489102447331,5,0.75,1.1095566402382504
CADJPY_X,10,20,50,5,10,14,3.0,20.0,20.0,0.1,10,90,200,1.0,1.0,1.5,30,0.25,4,1.1266696156350753,0.013590318525450265,-1.4833531154984918,6,1.0,2.2533392312701506
CADJPY_X,14,14,50,5,20,10,2.0,25.0,15.0,0.05,10,85,200,2.0,0.5,3.0,20,0.5,4,0.29978059336509993,0.000757270580560271,-0.5497809319867256,5,0.5,0.29978059336509993
CADJPY_X,20,14,100,3,14,10,2.0,30.0,15.0,0.1,5,95,200,2.0,0.5,3.0,10,0.5,4,0.5784585074224463,0.0021875861441190865,-0.34685402837952706,5,0.5,0.5784585074224463
CADJPY_X,20,14,100,2,14,20,2.0,20.0,20.0,0.1,15,85,100,1.5,2.0,2.0,30,0.25,4,0.30803872836399104,0.016472466786802625,-2.063693915216219,5,0.5,0.30803872836399104
CADJPY_X,20,20,50,5,20,14,4.0,30.0,15.0,0.05,5,95,100,1.5,0.5,2.0,10,0.5,4,0.6100957921995114,0.0038147103380364107,-0.5260317251209052,5,0.5,0.6100957921995114
CADJPY_X,14,20,50,5,10,20,3.0,20.0,15.0,0.05,15,90,100,1.0,2.0,1.5,30,0.25,4,1.1318663386600654,0.02687634622549817,-2.9257754455528033,6,1.0,2.2637326773201307
CADJPY_X,10,14,100,3,10,20,2.0,25.0,18.0,0.1,15,85,200,1.5,1.0,1.5,20,0.25,4,0.29653027750381267,0.013027016935025948,-1.336798476361115,6,0.5,0.29653027750381267
CADJPY_X,10,20,100,3,10,14,3.0,25.0,15.0,0.2,5,85,200,2.0,0.5,2.0,30,0.5,4,-0.13092981384524183,0.0038973159183870397,-0.6331929288408124,6,0.5,-0.13092981384524183
CADJPY_X,10,14,100,5,10,20,3.0,20.0,15.0,0.05,15,95,100,1.0,0.5,2.0,10,0.25,4,0.7399524770000019,0.003962300508212412,-0.5557971029462708,7,0.5,0.7399524770000019
CADJPY_X,14,20,100,5,20,10,2.0,20.0,15.0,0.05,10,90,200,1.5,0.5,2.0,10,0.5,4,0.7860900286328334,0.005272846164588237,-0.6064245006797031,7,0.5,0.7860900286328334
CADJPY_X,20,14,100,2,10,14,2.0,25.0,15.0,0.05,15,85,200,2.0,1.0,2.0,30,1.0,4,-0.24304844425519545,0.006498741154022581,-1.3217872780438764,6,0.5,-0.24304844425519545
CADJPY_X,10,10,200,2,10,10,4.0,20.0,20.0,0.05,5,85,100,1.5,2.0,2.0,30,0.25,4,0.7015220316187917,0.015135508215613845,-2.2013605841626562,5,0.5,0.7015220316187917
CADJPY_X,14,10,50,5,14,20,3.0,20.0,18.0,0.2,15,85,200,2.0,0.5,2.0,10,0.25,4,0.4640866444554261,0.002764305433962181,-0.48590740676474686,5,0.5,0.4640866444554261
CADJPY_X,14,20,50,3,10,14,3.0,20.0,15.0,0.2,15,95,100,1.5,0.5,2.0,20,1.0,4,0.5232009591887878,0.004874150736038427,-0.47026323738959364,5,0.5,0.5232009591887878
CADJPY_X,10,20,50,5,20,10,2.0,25.0,20.0,0.2,15,95,100,2.0,0.5,3.0,10,0.5,4,0.12339888956970536,0.000334462017049509,-0.583168696324391,7,0.25,0.06169944478485268
CADJPY_X,14,10,100,5,14,20,4.0,20.0,20.0,0.05,15,90,100,2.0,0.5,1.5,20,0.25,4,0.8344548356454244,0.0060351596309070376,-0.6125127543171087,5,0.5,0.8344548356454244
CADJPY_X,20,10,200,5,10,20,4.0,25.0,18.0,0.1,15,90,100,1.0,1.0,1.5,20,0.5,4,0.2061591122870332,0.01106962767758646,-1.3766587582322476,6,0.5,0.2061591122870332
CADJPY_X,10,14,200,5,14,14,3.0,30.0,20.0,0.05,15,85,200,1.0,1.0,2.0,10,0.25,4,-0.04632386592462889,0.005201067943589305,-1.1697791521512264,6,0.5,-0.04632386592462889
CADJPY_X,10,10,100,3,10,10,4.0,30.0,18.0,0.1,10,95,200,2.0,1.0,1.5,10,0.5,4,0.9394172835067349,0.01198996778591695,-1.0839930428426476,6,0.5,0.9394172835067349
CADJPY_X,14,14,50,5,10,20,3.0,25.0,15.0,0.2,15,85,100,2.0,2.0,1.5,20,0.5,4,-0.17254676279260267,0.015283224728932236,-3.126237334106833,6,0.5,-0.17254676279260267
CADJPY_X,20,14,50,3,10,20,3.0,25.0,15.0,0.05,10,85,100,2.0,1.0,1.5,10,0.25,4,0.29151642178303383,0.011329029779420217,-1.151525548175747,6,0.5,0.29151642178303383
CADJPY_X,20,20,50,3,10,10,4.0,20.0,18.0,0.05,10,90,200,1.5,0.5,3.0,10,0.5,4,0.5976642635341356,0.00396038629566242,-0.34031374067789955,6,0.5,0.5976642635341356
CADJPY_X,14,10,50,5,14,10,2.0,20.0,15.0,0.05,15,95,100,2.0,2.0,3.0,10,1.0,4,-0.6360217319758117,-0.008092038182746819,-1.847665498226144,5,0.0,-0.0
CADJPY_X,10,14,50,3,10,10,3.0,20.0,18.0,0.2,10,90,200,1.0,1.0,1.5,30,0.5,4,0.6716918819781379,0.01406776000552022,-1.0733426273725777,5,0.5,0.6716918819781379
